1053	4631	7344	1605	5289
7989	8735	6460	2475	7049
9429	6495	1119	6278	9985
6482	6585	5783	960	6755
6053	4738	1878	1801	9162
8536	6708	6681	3120	6733
3676	6696	7008	3796	9508
7949	8113	7451	2657	1374
6871	9335	2026	5275	2499
9014	9638	7763	7494	9094
9750	5572	2283	4294	9081
3775	9652	8753	4415	2135
1451	8343	8128	8921	6632
7166	1031	6368	5092	5960
5124	3568	5407	7431	774
9368	5962	9730	5704	7690
3286	4782	3573	4805	6932
7296	4263	2404	1994	3675
7605	6751	6341	3623	4996
281	6784	3683	6491	7569
9400	3956	6276	4757	128
3524	6376	5102	9143	7019
8515	3215	8552	9789	1973
8880	2318	6900	1925	9735
2592	2829	4981	5759	8043
2980	7189	6964	836	7562
7931	5828	6171	9669	3070
9519	9885	8120	6378	729
5591	8736	482	9037	8492
3404	7458	8730	8829	2452
9506	3189	8171	1880	7114
5843	2186	8855	3063	7958
3	5241	2555	2070	857
3180	7695	4272	2330	5250
1866	3208	1881	6259	3078
2558	4598	7129	676	4855
709	1183	8398	9386	1796
610	4762	5799	2869	8399
2437	7671	3305	9482	2870
3088	6318	8500	2576	3320
9370	555	9645	4511	7535
5189	9839	4168	235	1204
1653	815	4648	7681	5565
529	6474	8335	6068	2992
923	7285	7710	4000	9827
4795	5297	9363	6682	659
4655	7496	3493	9265	7547
9278	7510	5423	8559	452
2693	2818	1057	8087	8453
2428	4132	4421	1193	5284
826	5887	1593	3074	3241
9873	2619	1030	3385	5738
7654	6997	511	165	6597
1067	2403	9810	3734	1979
9054	6270	4402	6157	5776
6666	3413	9173	6530	5040
5562	8273	2975	5587	6147
223	5008	9211	1721	5912
7514	1997	8274	8754	3743
3838	6383	4817	2649	6246
9619	9138	5058	2149	8864
9826	3504	8555	9858	689
5893	5180	5694	2985	9197
6126	9456	7674	7597	3068
4045	2991	773	1010	8253
5436	5331	8114	4680	7433
3757	2246	2138	6392	3381
108	800	807	7556	8202
6683	9799	5691	2354	9243
2510	2199	5294	2886	3665
7799	2340	518	6346	9771
7422	794	1372	7465	5866
2675	8844	1659	9624	5494
1763	6517	436	1468	7313
3812	6738	7634	7679	1920
429	9392	2139	6699	5872
3516	7269	7335	8021	7110
3783	1513	588	6165	1947
5822	248	6608	4726	6159
5583	874	1227	985	3807
5181	680	8986	9418	568
315	6672	6397	1345	1013
3456	742	1041	9962	5797
2968	5082	8034	3793	5430
2225	3555	7899	1722	5794
7759	8846	3571	8982	3942
4731	6588	5021	3379	903
4606	2658	3471	562	4703
8601	2472	6809	46	7829
8912	2738	4452	8471	2733
4808	8954	4472	3370	1344
4216	8178	5272	603	7227
4016	6981	5803	3433	621
7223	4883	9767	7441	8593
4028	908	222	5770	8671
6419	8641	3243	2432	2686
4397	7011	1528	4290	7092
2103	1683	6423	8059	2245
8517	9608	1981	9441	3850
7297	7289	103	7061	6249
3701	7789	2626	1624	2379
2041	5815	8514	6804	2901
6351	8160	1020	6280	3323
150	2582	6196	2344	1730
9668	5461	1518	6976	9369
5416	1678	9539	6925	3290
7097	3922	5740	66	4962
3990	6548	6005	2978	3828
558	6443	7837	4315	8779
1143	4616	3677	1095	6634
2250	3308	7951	6600	4624
8628	3214	2846	2556	3093
463	3814	2684	8091	3647
7774	7425	2302	4390	4410
5886	9339	3539	4727	6449
1631	5413	8558	7794	3865
2132	1750	9862	4222	6711
4977	9131	2369	2934	5610
8551	7282	7613	9050	2909
688	7782	5974	2360	1100
1692	3265	8081	8009	4539
928	8395	1680	3297	6191
4309	792	4345	8862	8681
3697	2145	3295	4650	5087
373	6327	8440	1266	7519
5773	5639	4800	2117	642
9419	5190	388	2542	8104
8379	861	7906	4844	4180
8404	6049	506	2643	1243
1317	4960	4243	2165	4820
1104	386	4083	1989	9874
2456	4642	1703	824	554
1244	4032	9353	1182	2294
9754	6442	614	8073	5853
3490	4090	790	2313	8511
1948	6775	7967	9343	6028
8766	1305	2350	4385	6710
397	3017	1508	8466	1362
9255	1334	823	3137	4613
3810	4898	6406	9474	1303
1640	5672	6325	6019	1142
9390	8355	1645	9447	8181
6214	7058	4563	7788	6923
2880	7591	5697	1656	7131
3629	5246	2665	1078	7781
9180	739	8052	9325	7233
7213	4509	3553	8769	1421
3923	4020	3312	7595	6691
8793	1055	867	3440	5496
1225	8572	1375	3451	7253
2529	3439	7002	5580	9091
1829	8575	6322	3520	8319
2605	1304	8704	1819	749
2210	2630	6384	3873	998
1023	3394	1070	5260	2349
6180	1740	6654	3239	1051
6576	3277	5257	3374	8687
1821	5925	6829	4926	1205
3159	1696	4308	870	1352
8429	3668	2077	62	4789
4765	7502	5296	3791	4481
5003	3216	3593	1676	900
7188	7098	5019	3911	6760
8683	5498	6687	6099	2260
6736	7814	57	70	5161
595	7706	3018	4788	9977
6148	4709	3642	1206	6883
8692	1908	8060	8000	3002
1554	8642	2460	1312	9060
1455	3857	5784	5728	4006
9036	2889	3980	2772	292
4625	5188	5532	9013	750
9561	437	6107	650	419
4314	4194	7057	4330	6437
3704	6638	1835	6087	372
3488	7624	989	7537	8166
8024	1503	8932	2731	227
2449	4187	6205	6802	3638
2722	4550	3170	488	6312
602	8289	716	9584	4669
7174	9936	4906	4111	9439
7533	6908	5504	2653	5737
9475	9909	801	2998	7068
3879	5032	4418	2131	8213
1184	504	524	912	6137
5183	3590	1158	5157	3011
2645	8543	648	3992	5991
5265	2160	871	6313	2443
5898	3436	2180	986	6414
2202	9651	6930	461	4571
926	6192	1069	4251	9306
7508	9250	8845	6547	1088
2421	4160	2864	4047	3753
5533	6189	5897	1370	2371
3928	6120	7413	4831	6668
8431	5833	7501	7617	7292
3419	8832	9471	7627	3874
9786	204	7923	7580	1349
9020	502	5767	9791	2306
1820	6360	2984	2197	63
5749	1035	3357	6803	9966
4768	7250	5441	5880	1178
2766	5011	5062	8872	741
8407	1895	3868	6206	6076
4857	8758	291	6550	7992
5832	8391	5338	1809	6203
425	7970	6899	6868	1152
5907	4438	8482	2720	976
4980	2396	3618	922	9722
9757	5670	1505	3852	6116
7934	3054	3014	2794	6311
9588	9903	490	1568	1912
1331	5234	8002	7023	1561
396	4469	7309	3803	1308
8749	9670	7256	1686	6940
3429	4580	6457	7918	3741
4558	2642	575	7892	6154
7797	536	1017	5818	1601
6184	7073	1977	4660	1646
221	6301	2792	1116	5283
6344	9933	7552	8285	7474
2528	8711	9760	4080	1618
2554	2983	2389	7396	1657
6661	7716	129	2458	134
713	6098	4657	687	9546
79	6247	9614	1218	2446
1762	7167	3702	9184	8772
5229	6441	334	9193	8739
3839	8997	5456	2271	1547
7559	6032	9157	3076	4572
6849	1772	4936	3817	5176
3469	7658	5769	6810	3077
6813	3976	3843	6179	1221
5144	32	175	7647	8886
9006	5584	507	7355	3152
8908	1579	2785	9662	7150
2497	4218	9953	7046	1322
4301	7249	143	5431	4816
4700	8465	5940	7529	6933
6660	4327	5798	7586	5950
1756	7001	5763	3399	161
6931	4566	3417	9328	7891
6658	8243	5478	5491	8376
5874	2587	563	6388	5714
865	3963	7607	1923	1061
1128	3987	8119	34	3222
6371	9159	8242	7182	9269
1261	7115	8528	2219	5747
8097	4536	4826	5623	393
2883	623	1419	1932	3910
114	8602	8669	5227	5826
7334	795	113	6774	7389
6721	1360	8871	8010	67
6514	8686	9677	3769	8192
7125	1831	2142	772	4798
2581	9133	702	4701	6394
4350	9357	1323	8684	8915
5141	9069	2098	383	2045
756	3695	2309	240	1191
3561	3101	9148	2295	9384
657	7700	2308	945	6532
9604	959	8578	384	8176
125	769	9531	7014	5139
1395	1614	1399	2809	2235
9355	4871	5214	4466	8170
3708	6974	9959	4369	3680
6404	7216	7000	3279	4031
2484	2862	1775	6006	2301
8225	1049	1376	2987	7034
8323	1400	9522	6074	1596
4592	1063	6990	7635	6201
9183	3345	4483	5286	9358
7884	1453	3339	6753	2425
8549	7657	2615	340	1899
1517	4432	8185	671	3085
8447	4527	5844	4254	423
9011	8254	8358	1825	475
9713	9291	2906	7550	435
8451	2943	2536	3178	7525
5085	3600	166	2746	5320
5408	1222	1420	6965	1519
9583	7358	5716	5526	925
4749	2171	177	3269	5994
580	3847	5973	1768	5466
6119	1377	3818	8957	16
273	2163	9894	1982	6713
837	4473	7211	2708	213
9663	4184	1093	8810	7052
9581	1015	4060	4417	7614
2754	9777	8218	1435	3849
164	1868	2810	6145	9078
5452	3182	4594	9267	1134
4943	72	2431	6676	7981
9576	6625	5913	7659	5557
4708	1388	6758	8955	3809
8420	5956	3758	1117	526
8268	3733	661	4963	2173
88	6607	8188	513	7880
1101	4002	5840	528	4221
9834	9577	4399	3132	8476
8723	2811	7558	6455	4897
789	5585	1625	1203	6640
1709	7615	2624	282	2749
7749	1608	9545	7743	8985
4937	3659	4134	9773	3052
7738	5531	4154	4191	4632
5836	3521	7871	2821	522
5827	6339	1214	8995	3426
6016	3032	8006	4986	7739
5	1016	1851	9388	3361
9898	5333	9051	8734	1966
7675	7200	7945	5702	3950
7295	8644	7543	1264	8313
6610	3860	5838	2087	7522
245	9142	6674	2570	8186
1092	2430	6093	8895	402
8786	3393	17	1576	7990
707	6304	1563	264	9721
4666	4927	9410	8649	8624
1286	5915	7303	9744	7434
9939	2319	6663	6684	1917
400	5122	3273	3210	8373
9385	9141	1124	6498	5602
6466	7330	3026	6864	4121
1097	6524	47	7241	1279
2339	8629	3645	272	2397
2240	9912	812	2515	8866
5342	1229	5752	1074	6703
6364	7707	4471	3587	9700
8341	7758	3744	5361	7944
308	9477	4423	2769	7950
6422	9575	5484	4488	8781
4584	3570	7549	1946	7512
8270	639	2586	3209	6331
7462	6837	2056	5292	252
8507	9113	4109	5789	3146
6750	5100	4431	1302	7382
4998	4099	2596	1863	4406
192	6122	9633	9402	148
6408	4999	5760	7971	8454
309	6271	7143	4322	3260
9176	8917	8585	6898	9187
38	5599	6543	1366	7122
8385	6227	3382	2784	617
1761	7224	8876	4284	4942
5616	3913	2043	7105	6324
8137	4296	6828	3438	2001
65	4198	7882	844	6762
4574	6480	5927	3406	6204
3767	5547	8729	312	9290
1602	3485	389	8452	4674
2111	3619	4379	3624	2948
9177	7767	5118	5129	6195
2786	6958	6432	6020	6637
3354	6731	6069	1817	6568
7680	4497	5329	1531	1249
8834	7407	8068	6544	4459
4029	3661	5421	1081	5659
6719	4675	9396	7800	8316
5884	6582	5965	8301	8448
1745	1293	4870	4427	4747
5490	9641	5575	2903	9902
2285	3112	53	8519	2304
1180	7404	8278	3029	5563
3220	8004	7352	6489	5451
8030	1169	7070	9737	6584
2897	2315	3310	5096	6651
7832	1144	306	7570	7893
2415	570	5304	137	5160
3522	4491	2102	6492	7724
8098	327	7952	6310	842
6362	1211	2073	6985	2408
3799	2478	8478	7807	8972
7998	3989	725	3028	1301
7029	6878	787	392	9993
1140	7467	2680	3827	8007
5279	4340	5537	2020	1003
6709	5628	822	6315	8523
3655	1488	3380	4048	307
9769	5039	3681	6015	3892
1162	7155	367	4807	8660
2543	2359	2848	4553	6405
6586	888	7507	411	1555
1565	2739	8838	3041	6061
4608	6590	2122	4489	190
2931	7406	1707	2927	4929
849	2109	1149	668	647
776	9466	7889	9079	3592
329	6073	8020	5733	5483
8266	3949	4241	1557	1485
6413	6903	9779	1719	7208
9705	2683	7830	2014	6496
8783	1086	1146	2505	353
6031	9414	5635	1401	8903
4165	4764	9837	1986	6475
8179	4043	7524	9043	1343
2898	7691	5128	4847	2552
2388	9676	7588	8637	2455
7606	9774	1749	4734	5885
2352	5462	7364	6618	1154
6562	3986	1838	3569	4341
938	6216	2462	5751	2916
3090	5791	8826	8162	3447
5022	3375	3537	1028	5967
3574	4987	5148	6880	5263
7686	1429	8823	491	4878
3315	8027	9373	2774	2144
2894	4147	127	2212	4192
4126	4990	9455	1437	469
4850	3226	8142	1157	8041
8843	4059	7955	4877	5805
9442	4419	5067	5675	5053
8312	1971	834	878	9130
6793	2123	4517	4074	7033
2805	7429	7812	3428	421
3551	2204	9420	197	6046
567	2967	6742	3633	458
74	4214	8573	7505	4950
5682	1198	9153	5307	9312
5976	5712	9058	3066	5202
1373	7005	939	9340	8483
5482	5862	6045	1170	158
4199	6307	200	8928	2188
9833	9318	368	2158	7449
3813	7584	2781	2647	952
3975	4278	2286	9280	1220
2252	6088	4173	6070	4138
7219	7844	3897	6541	3581
6219	828	527	4884	8284
574	4476	7487	9761	4787
8147	9883	3129	7805	710
8130	9507	1173	1490	5376
4049	6440	8522	2553	2999
7699	9828	535	6121	8591
7210	4451	662	4600	1037
7231	2426	4662	1008	2826
3253	5766	3544	4697	9168
5302	9820	9433	2444	2801
6777	4441	5064	7860	1447
4679	833	9934	553	7004
9120	8165	2076	4223	9785
9565	1417	8780	3648	8584
2416	140	2678	4923	2947
366	9042	9533	4644	3705
5725	9480	5341	4454	6248
1300	2002	202	1079	8635
8953	4623	3344	5365	7853
3933	7473	6754	7196	758
267	9055	7498	1685	9403
4901	9830	6456	9968	9321
984	3423	5992	9706	9812
4542	4306	4992	2090	7411
8321	8143	6113	215	7258
5357	7118	3453	9554	4939
8287	8326	8717	9327	7248
3566	1592	8680	3349	9161
6075	6987	9114	3611	3888
6472	4436	4900	8342	9626
1306	4207	3948	9945	6168
6430	2914	993	4695	3445
1463	4204	5699	7199	658
700	1598	6945	3792	693
1405	5325	4217	3479	5417
517	6281	8085	6372	7071
919	4303	7642	6004	8966
5107	7825	3723	6178	2866
6537	5054	1263	3431	6912
947	8207	5231	91	6023
4804	7395	7085	3001	7764
6233	5919	6915	2467	3117
4411	5718	8531	9746	6268
3575	7901	6208	7645	722
3302	2055	6263	5695	7828
6603	9118	4061	3953	9543
4508	6081	1785	5535	2590
6766	6601	8039	3564	1682
8755	478	8421	530	8900
1459	2806	9367	4430	9632
8280	7315	1192	9650	9947
6077	1742	5804	3554	704
1213	8707	1207	2816	5267
9550	7520	5859	4818	8990
3591	2269	3945	6592	3751
8934	3538	7986	8145	7518
5044	2418	679	6921	9693
754	8040	331	182	4599
6135	2015	3729	8497	8600
8210	8206	2814	1871	5464
8125	1526	9063	345	8643
4329	4467	6130	5253	379
3334	746	4640	6983	1290
4778	9246	9087	8910	510
8498	3932	5334	3870	8350
4188	5841	468	9206	2065
8525	4991	9927	9616	7964
208	4743	847	1147	8096
4183	2716	6926	9678	8841
3050	4830	1797	5106	3196
9150	5951	5576	7539	2521
4186	645	8969	2867	1589
2400	8329	565	2406	8987
1332	8970	9045	4806	5081
583	9178	1834	8968	1120
5343	3496	1342	7720	7134
9463	3875	7066	6911	7349
1275	2324	2089	6697	1893
6542	277	1058	576	5370
9764	7091	7677	5079	6785
4993	194	9224	611	4292
3261	2890	5943	2885	7439
7120	6066	599	5996	5238
8581	9707	9446	2320	9223
8689	4158	8738	211	2600
2206	1633	5625	620	8668
7877	8828	4250	3770	9378
1916	8197	2957	8726	4946
9038	607	1353	8967	7511
9643	2902	7030	4277	1393
7121	913	7815	9526	1913
7039	2381	9315	1964	9498
4958	8084	6759	9382	7267
5070	7266	1215	4007	9286
1869	3536	8410	7746	781
5632	5171	6234	4745	1892
1427	1391	5035	7328	3321
4078	5061	8051	5958	3008
7380	4107	5731	4716	987
239	6848	6454	7136	4067
8163	9200	8276	791	9636
9207	9288	6504	3640	3395
4520	1822	3246	5301	5026
1649	3202	7279	2964	3700
6795	4492	6354	2618	936
5845	3470	348	906	2974
4791	1185	3254	590	5954
2989	9156	6294	6960	3811
5278	3780	8336	8659	6329
3274	845	2347	6352	838
7205	1341	1311	2470	3745
5706	2364	1014	9599	3289
2757	6057	4040	7831	1283
2447	5582	6519	9089	3672
5369	2398	964	4041	6160
3478	8305	8710	6718	3405
1972	5600	5396	6451	9611
9596	9564	3230	8144	4604
5598	7638	7064	9107	9884
5201	3862	8131	4097	7263
9699	901	5116	8773	9487
5360	8458	408	12	2856
6910	4692	3160	8050	350
4579	8971	2265	255	9296
4233	6444	4248	9313	8782
8796	3657	9860	5270	1486
6865	4882	7718	1562	7610
440	7168	4661	1910	6468
6525	8545	3258	839	6484
5269	5986	4288	9377	891
8576	1084	1295	6138	9127
6620	5050	4626	4959	7225
2501	6002	2729	7687	9806
1741	1108	5028	3365	7791
6922	2982	6476	8859	3958
4763	7637	8208	5527	5761
2936	8193	7757	4931	3955
7056	2512	552	4247	2327
6326	9202	3118	3979	3124
4382	8455	665	2267	9955
4102	7440	4104	8240	8457
8611	6369	1216	6559	4129
8657	106	178	6380	3040
6734	3203	5647	82	9997
6876	179	8333	9675	6649
9881	5621	8878	6317	9618
117	5391	9673	8435	9703
3798	3656	1297	2118	9864
5724	395	3097	3009	2584
4463	4893	8893	2938	1926
456	247	3790	2506	686
5389	2544	6034	8663	109
1644	8248	7152	13	7171
9567	4449	1351	4751	1872
1911	237	3706	3643	2035
1428	3525	7340	2616	5125
3298	1381	545	7729	2038
9090	2721	6587	7554	9745
9326	5388	8570	5315	6232
5168	7475	6379	9451	5869
7463	9457	3507	2081	1800
2288	4434	5521	7644	9523
7293	6221	6811	1540	7212
5881	2789	2112	4246	3938
6805	8694	8413	946	5864
796	2525	2793	1161	728
9454	4367	3794	6255	3024
798	4917	3931	3856	9876
2620	7942	4920	4044	1065
2669	5929	1479	7107	1350
9192	3467	102	471	5454
3037	2072	9551	8200	5711
1823	115	2908	8426	4739
9096	1466	7890	9052	1038
6117	6606	9009	1959	1698
4610	9383	2362	5875	2383
5282	2027	898	8881	6977
354	2629	9851	2091	821
3030	5140	50	68	7915
3869	1639	1864	4140	5905
5933	3058	93	7229	9032
3960	9597	3622	4637	3995
5261	5989	2827	6211	434
4179	8776	183	7242	2507
6927	7236	9740	6763	1903
4275	4490	7500	4299	4391
4153	9846	8102	4236	3319
4540	9075	3954	5793	1487
6578	1396	470	2479	9443
9230	9516	7415	4320	2217
6843	9483	8750	3293	7908
7331	2976	1494	8722	8245
2979	9921	1313	5983	9878
9829	8958	5266	6647	8212
3155	9712	7137	9723	7590
4064	573	4954	677	5768
438	3035	1001	2565	7082
2469	6527	4219	9609	4361
1855	5848	8157	9976	3369
3064	8136	7721	2224	7099
9695	7768	5590	8699	5719
9671	3360	4725	7867	2580
2189	8286	4209	7436	9649
1546	2560	6078	8756	1552
8592	1710	7383	9448	2727
2935	675	5743	654	8314
6500	3853	6013	8712	3563
6194	797	6553	1886	3396
6146	9361	5374	4203	2874
6356	1315	7386	4888	2714
4710	7164	44	1713	1944
5500	962	2662	1208	3842
5544	1690	5586	8814	2878
7003	8013	751	8977	7544
5042	9688	8748	486	3332
7153	3916	4289	799	9165
4862	8297	1525	1897	2191
3234	4237	4155	3886	8378
1006	7294	8310	8891	2200
3425	9836	8994	9151	7927
4995	5689	7820	6365	1760
2434	9053	1584	8962	2314
3815	2175	5475	2571	9900
8946	3760	7956	5245	7245
5433	6285	2275	4528	9004
678	7372	6701	6897	9241
1387	1217	9435	5084	4403
4753	2141	6012	2674	2972
2493	404	596	6071	6779
4866	4066	3501	1493	2477
8720	6895	6336	933	5854
5380	8479	1432	1582	692
2855	9022	5726	3628	8066
3626	7760	8510	6052	333
3422	4208	8827	1201	4663
126	1627	4911	7165	9979
2037	3692	3186	5640	8801
6355	8334	4137	7926	3266
5750	1677	5574	4022	6134
9940	4351	1642	1226	4332
4907	1665	1231	1888	9122
9440	4264	6425	4004	9259
9726	830	60	6944	4975
5152	5308	5966	9331	7983
9413	5909	6906	3514	4699
484	1122	9877	5103	7214
5222	2745	4861	4291	1967
9749	9468	295	2713	218
7261	7959	4270	7808	9140
6029	4346	7599	9249	2796
7374	3384	4068	934	6024
1224	2541	2622	3099	6055
376	8025	8118	7446	5952
5556	7148	7719	1200	8252
86	5335	2471	297	979
8988	5567	324	5276	8331
2520	9345	5251	5928	9314
4450	8495	8794	4437	6022
649	4941	1975	9849	4446
3912	5614	6540	5295	5668
3197	1379	1209	2504	6036
8590	7694	6893	5825	7257
6064	968	2008	1791	212
2939	9334	1792	2764	1938
5701	3503	7993	59	2039
1272	3163	5023	9944	9961
1655	6722	8658	951	4304
9978	4964	49	6493	3023
1386	172	4302	4499	7608
2483	6290	622	3288	8638
6503	5405	5604	4072	5708
5450	4280	8015	7839	3988
3613	9238	473	3707	6605
5667	7187	3154	1174	1512
5237	2851	3511	220	254
8911	4783	1921	7299	6167
3219	4507	5090	2804	9527
7701	8745	3996	2617	2392
6320	2933	4575	521	2498
1274	7811	9044	1021	829
2712	2184	9033	1359	2303
5997	8300	8149	9191	2124
2130	514	3130	6989	2841
6335	9544	9028	8042	4052
1153	9514	3183	4287	5873
7663	4976	9736	5920	3594
5256	2325	9510	1700	2803
6732	1145	8655	1136	3300
2170	8791	5814	6832	3499
1845	9149	3761	4398	186
6385	6847	2289	9620	929
1688	914	9257	7017	8553
1135	7472	2663	3920	1052
4702	2450	3567	9111	2110
7283	3264	189	8438	2825
3080	1854	7997	6769	6901
2079	2300	7684	8283	2537
4856	4295	9292	4201	5165
3925	2677	7941	6963	3835
6316	8662	2609	1357	3597
3598	9542	2377	9359	9119
5438	7459	8618	3194	5578
7919	7274	6040	9379	2148
5303	2435	1150	3885	7041
2823	6886	2075	5847	5076
4903	2064	2962	8439	9524
9751	4724	5379	3100	8949
3213	7476	9819	3800	4535
8746	4523	3887	5172	8417
3275	4227	9832	1248	7390
2872	283	820	827	7957
1489	768	1743	4705	5839
6534	5356	9287	78	5593
7618	7430	509	3718	96
4380	2393	7047	9146	2611
7147	3762	2627	2904	1425
4144	8731	6001	4583	2672
7818	2205	537	5166	4835
8089	3805	4560	5543	4256
4904	5790	731	5373	6140
6798	9497	5816	8732	8784
6169	615	6783	8018	2172
5091	9942	6861	9005	695
6851	2346	1992	4307	2331
3475	4069	8215	5182	5138
2574	6420	5112	4634	2317
2060	4089	3540	4673	5683
5876	7961	8303	6918	2824
2787	8792	92	3353	4713
3884	958	9352	6059	4413
4776	1118	6575	1755	6972
1807	2568	8044	139	9635
5472	2273	4641	1634	9801
2802	3660	5652	5230	6300
4924	5918	809	2850	9323
5681	566	2251	5555	8359
5345	1622	8654	9906	6924
7976	1230	7368	3072	5755
6835	4414	7151	8432	2181
7708	3778	8877	843	9521
3878	6062	462	7905	5252
6952	1798	1922	6884	701
6819	7787	7996	4166	8174
4181	2593	7053	4854	5656
1492	2193	6857	4169	6856
2546	7902	8444	7648	2780
1984	7913	450	4718	7460
737	9264	8384	6975	7702
1734	6639	8418	7128	5449
3232	4957	8031	1577	1324
905	532	1752	8409	3198
7865	8697	311	6616	8583
6158	5174	449	256	3366
2524	8005	8484	9485	9572
9924	9948	7375	7723	770
7555	7026	4039	3292	5108
2961	9204	6635	3474	226
9218	6860	7444	8589	3211
7534	7455	3688	643	7172
9612	9300	6085	4748	7276
6241	4442	5970	6838	185
3173	8364	4266	474	2833
9741	5143	910	4928	123
8674	6435	5311	8393	5568
3634	9066	3123	5549	4480
5111	9701	5959	4252	5560
1367	7298	8665	7095	1438
1515	9856	2436	5676	6850
2247	6955	6627	4012	5442
2230	816	8830	9106	3685
314	4477	1071	1114	9121
4253	1875	4689	4732	2074
8907	8338	7516	4178	6467
6621	3065	2376	825	9145
6396	54	7842	3151	9804
699	1156	323	25	7369
5906	355	4622	1441	2343
479	9462	5109	7163	294
8904	9236	1580	8540	5764
9237	1523	682	4514	3013
743	4025	4554	9389	1811
1481	3452	5469	2659	5133
1265	5540	1047	1956	8204
7316	9261	5073	2993	8075
3252	783	2660	6776	2734
1572	7725	6357	1076	4989
1083	7394	6367	2465	7403
8840	4372	9490	1694	4656
6528	3401	7048	6565	8390
4495	5802	1499	4890	7551
9464	489	356	7538	28
9821	2949	2248	1415	7843
5473	5215	3061	582	634
3441	8713	9605	3840	1378
5169	897	6175	5151	260
3984	1110	1452	6827	995
4812	5036	5978	2701	6366
8503	2518	3740	3480	7940
3082	4376	4848	6436	7158
5519	6479	4255	1929	4494
7486	8138	3062	9931	4880
5613	6796	442	5018	840
1294	1949	9772	2711	9541
8931	1632	6629	9041	447
9293	7530	6267	278	2610
5249	195	9720	6593	4737
8322	8848	6967	638	9303
146	497	7730	8719	1307
4810	3726	2147	9129	5619
9686	2837	8220	3924	1924
4118	5865	4971	2150	6090
1777	2424	457	1859	5216
3147	4034	9813	2236	6215
